variable,n_missing,pct_missing
PGM_SYS_ID,0,0
PROGRAM_CODE,0,0
PROGRAM_DESC,0,0
AIR_PROGRAM_SUBPART_CODE,0,0
AIR_PROGRAM_SUBPART_DESC,0,0
