total_rows,n_sources,n_violations,n_with_eval,n_with_ea,n_in_pipeline,pct_hpv,n_with_penalty,total_penalties,date_range
66655,20251,52346,30531,45407,58251,27.8,14427,1930592335.4699993,1994-02-01 to 2026-05-28
