field,n_missing,pct
PGM_SYS_ID,0,0
PROGRAM_CODE,0,0
PROGRAM_DESC,0,0
AIR_OPERATING_STATUS_CODE,0,0
AIR_OPERATING_STATUS_DESC,0,0
BEGIN_DATE,0,0
UPDATED_DATE,0,0
