REPORTING_YEAR,n_facilities,median_total_hap,mean_total_hap,p25,p75,pct_above_25tpy,pct_above_10tpy_single
2008,101,1.4785073093775012,7.135590320982712,0.25,5.347499999999999,6.9306930693069315,11.881188118811881
2011,146,0.7525,2.7218178461613283,0.12405395760702498,2.2976266788366,1.36986301369863,2.054794520547945
2014,171,0.4371474567,2.4831394442840358,0.036945477513999986,1.796426330742,1.1695906432748537,4.093567251461988
2017,168,0.21556117200000002,2.0378006016501633,0.040070162277475,2.1186249999999998,0.5952380952380952,1.1904761904761905
2020,87,0.26319463018399997,2.5252988521261472,0.026627437217499998,2.8625999999999996,1.1494252873563218,2.2988505747126435
