ACTIVITY_ID,n
3400302568,2
3400302571,2
3400302574,2
3400302576,2
3400302578,2
3400302583,2
3400302585,2
3400302587,2
3400302589,2
3400302592,2
3400302594,2
3400302596,2
3400302597,2
3400302599,2
3400302601,2
3400302603,2
3400302605,2
3400302607,2
3400302613,2
3400302615,2
3400302616,2
3400302618,2
3400302620,2
3400302622,2
3400302623,2
3400302625,2
3400302627,2
3400302629,2
3400302631,2
3400302633,2
3400302635,2
3400302637,2
3400302639,2
3400302641,2
3400302642,2
3400302648,2
3400302650,2
3400302651,2
3400302653,2
3400302655,2
3400302656,2
3400302658,2
3400302660,2
3400302662,2
3400302664,2
3400302666,2
3400302667,2
3400302668,2
3400302675,2
3400302677,2
3400302681,2
3400302682,2
3400302688,2
3400302690,2
3400302694,2
3400302697,2
3400302699,2
3400302701,2
3400302702,2
3400302704,2
3400302706,2
3400302707,2
3400302709,2
3400302713,2
3400302714,2
3400302718,2
3400302720,2
3400302724,2
3400302726,2
3400302728,2
3400302730,2
3400302737,2
3400302739,2
3400302742,2
3400302744,2
3400302746,2
3400302750,2
3400302752,2
3400302755,2
3400302757,2
3400302759,2
3400302767,2
3400302769,2
3400302771,2
3400302773,2
3400302775,2
3400302777,2
3400302779,2
3400302781,2
3400302782,2
3400302784,2
3400302800,2
3400302802,2
3400302804,2
3400302806,2
3400302807,2
3400302809,2
3400302811,2
3400302814,2
3400302816,2
3400302821,2
3400302823,2
3400302825,2
3400302827,2
3400302829,2
3400302830,2
3400302832,2
3400302834,2
3400302836,2
3400302850,2
3400302852,2
3400302856,2
3400302857,2
3400302859,2
3400302861,2
3400302863,2
3400302864,2
3400302866,2
3400302868,2
3400302869,2
3400302871,2
3400302876,2
3400302877,2
3400302879,2
3400302880,2
3400302882,2
3400302883,2
3400302885,2
3400302887,2
3400302889,2
3400302894,2
3400302895,2
3400302897,2
3400302899,2
3400302900,2
3400302902,2
3400302906,2
3400302908,2
3400302910,2
3400302912,2
3400302914,2
3400302916,2
3400302917,2
3400302925,2
3400302931,2
3400302933,2
3400302935,2
3400302937,2
3400302940,2
3400302942,2
3400302944,2
3400302945,2
3400302949,2
3400302961,2
3400302963,2
3400302965,2
3400302967,2
3400302968,2
3400302970,2
3400302972,2
3400302975,2
3400302978,2
3400302980,2
3400302982,2
3400302983,2
3400302985,2
3400302987,2
3400302989,2
3400302990,2
3400302992,2
3400302994,2
3400303005,2
3400303008,2
3400303010,2
3400303011,2
3400303013,2
3400303015,2
3400303017,2
3400303019,2
3400303020,2
3400303022,2
3400303024,2
3400303026,2
3400303027,2
3400303030,2
3400303032,2
3400303033,2
3400303035,2
3400303037,2
3400303040,2
3400303042,2
3400303044,2
3400303045,2
3400303047,2
3400303048,2
3400303053,2
